log_file,dataset,model_type,run_mode,seed,n_inters,checkpoint_path,ndcg_at20,hit_at20,mrr_at20,recall_at20,precision_at20,averagepopularity_at20,giniindex_at20,itemcoverage_at20,shannonentropy_at20,tailpercentage_at20,murr,ARP,APLT,ACLT,PopRSP,PopRSP_p_shorthead,PopRSP_p_longtail,PopREO,PopREO_p_shorthead,PopREO_p_longtail
murr-dataset/amazon-office/bm/dirichlet_bm_a1_seed_2023_filter.log,amazon-office,bm,a1,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-02-50.pth,0.0589,0.1399,0.0367,0.1399,0.007,56.8313,0.7527,0.9166,0.003,0.0085,0.144893,43.568298,0.270724,5.414475,0.832129,0.030902,0.002831,0.651356,0.295838,0.062459
murr-dataset/amazon-office/bm/dirichlet_bm_a1_seed_2024_filter.log,amazon-office,bm,a1,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-03-20.pth,0.0598,0.1405,0.0377,0.1405,0.007,58.2067,0.7692,0.9095,0.003,0.0077,0.155995,44.685576,0.254006,5.080122,0.844947,0.031611,0.002657,0.671253,0.3009,0.059189
murr-dataset/amazon-office/bm/dirichlet_bm_alpha0_seed_2020_filter.log,amazon-office,bm,alpha0,2020,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-59-35.pth,0.0606,0.1439,0.0378,0.1439,0.0072,55.6892,0.7411,0.9298,0.003,0.0082,0.160553,42.482141,0.290622,5.812436,0.816333,0.030059,0.00304,0.605317,0.295276,0.072596
murr-dataset/amazon-office/bm/dirichlet_bm_alpha0_seed_2021_filter.log,amazon-office,bm,alpha0,2021,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-59-08.pth,0.058,0.1337,0.037,0.1337,0.0067,56.0414,0.7461,0.9215,0.003,0.0082,0.162435,42.734271,0.282915,5.658308,0.822522,0.030386,0.002959,0.637707,0.28234,0.062459
murr-dataset/amazon-office/bm/dirichlet_bm_alpha0_seed_2022_filter.log,amazon-office,bm,alpha0,2022,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-58-39.pth,0.0599,0.1401,0.0378,0.1401,0.007,55.874,0.7451,0.9323,0.0029,0.0079,0.166659,42.743231,0.285515,5.710296,0.820444,0.030276,0.002986,0.622327,0.287964,0.067037
murr-dataset/amazon-office/bm/dirichlet_bm_alpha0_seed_2023_filter.log,amazon-office,bm,alpha0,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-55-43.pth,0.0589,0.1392,0.0368,0.1392,0.007,56.3454,0.748,0.9199,0.003,0.0088,0.155743,43.151713,0.278583,5.571662,0.825961,0.030569,0.002914,0.650669,0.293588,0.062132
murr-dataset/amazon-office/bm/dirichlet_bm_alpha0_seed_2024_filter.log,amazon-office,bm,alpha0,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_12-53-41.pth,0.0608,0.1427,0.0383,0.1427,0.0071,56.758,0.7562,0.917,0.003,0.0083,0.168726,43.400183,0.271794,5.435882,0.831294,0.030857,0.002843,0.651347,0.302025,0.063767
murr-dataset/amazon-office/bm/dirichlet_bm_no_dis_seed_2020_filter.log,amazon-office,bm,no_dis,2020,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_09-40-48.pth,0.0603,0.1431,0.0376,0.1431,0.0072,55.7213,0.742,0.9294,0.003,0.0079,0.154405,42.50476,0.289378,5.787564,0.817338,0.030112,0.003027,0.605097,0.2964,0.072923
murr-dataset/amazon-office/bm/dirichlet_bm_no_dis_seed_2021_filter.log,amazon-office,bm,no_dis,2021,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_10-23-24.pth,0.0579,0.1341,0.0368,0.1341,0.0067,56.2955,0.7504,0.9186,0.003,0.0081,0.156437,43.025321,0.276259,5.525178,0.827795,0.030668,0.002889,0.644525,0.282902,0.061151
murr-dataset/amazon-office/bm/dirichlet_bm_no_dis_seed_2022_filter.log,amazon-office,bm,no_dis,2022,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_10-25-17.pth,0.0598,0.1394,0.0378,0.1394,0.007,55.3305,0.7375,0.9339,0.0029,0.0085,0.161308,42.199501,0.296249,5.924975,0.811755,0.029821,0.003098,0.616036,0.286277,0.068018
murr-dataset/amazon-office/bm/dirichlet_bm_no_dis_seed_2023_filter.log,amazon-office,bm,no_dis,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_10-25-58.pth,0.0588,0.1388,0.0367,0.1388,0.0069,56.4986,0.7492,0.9178,0.003,0.0087,0.148286,43.242579,0.276769,5.535372,0.827393,0.030646,0.002895,0.64523,0.289651,0.062459
murr-dataset/amazon-office/bm/dirichlet_bm_no_dis_seed_2024_filter.log,amazon-office,bm,no_dis,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-25-2026_10-26-42.pth,0.0614,0.1423,0.0392,0.1423,0.0071,56.3273,0.748,0.9244,0.003,0.0085,0.165645,43.03001,0.280438,5.608767,0.824492,0.030491,0.002933,0.645132,0.29865,0.064421
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_a1_seed_2020_filter.log,amazon-office,edl,a1,2020,53258,saved/sasrec_dirichlet_no_dis_edl_Apr-26-2026_19-40-32.pth,0.0591,0.1411,0.0366,0.1411,0.0071,56.3456,0.7521,0.9236,0.003,0.0074,0.153481,43.066585,0.27842,5.5684,0.82609,0.030576,0.002912,0.612987,0.293026,0.070307
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_a1_seed_2021_filter.log,amazon-office,edl,a1,2021,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-24-17.pth,0.0577,0.1333,0.0368,0.1333,0.0067,56.4067,0.7518,0.9195,0.003,0.0079,0.15335,43.101855,0.274913,5.498267,0.828852,0.030725,0.002875,0.64708,0.28234,0.060497
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_a1_seed_2022_filter.log,amazon-office,edl,a1,2022,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-27-10.pth,0.0599,0.1394,0.0379,0.1394,0.007,55.4225,0.7392,0.9327,0.0029,0.0082,0.158403,42.25948,0.294975,5.89949,0.812796,0.029875,0.003085,0.619311,0.285152,0.067037
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_a1_seed_2023_filter.log,amazon-office,edl,a1,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-28-08.pth,0.0589,0.1399,0.0367,0.1399,0.007,56.8313,0.7527,0.9166,0.003,0.0085,0.144893,43.568298,0.270724,5.414475,0.832129,0.030902,0.002831,0.651356,0.295838,0.062459
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_a1_seed_2024_filter.log,amazon-office,edl,a1,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-28-59.pth,0.0598,0.1405,0.0377,0.1405,0.007,58.2067,0.7692,0.9095,0.003,0.0077,0.155995,44.685576,0.254006,5.080122,0.844947,0.031611,0.002657,0.671253,0.3009,0.059189
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_alpha0_seed_2020_filter.log,amazon-office,edl,alpha0,2020,53258,saved/sasrec_dirichlet_no_dis_edl_Apr-26-2026_19-40-55.pth,0.0603,0.1437,0.0375,0.1437,0.0072,55.541,0.7416,0.9244,0.003,0.008,0.163602,42.361621,0.290693,5.813863,0.816275,0.030056,0.00304,0.601047,0.291339,0.072596
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_alpha0_seed_2021_filter.log,amazon-office,edl,alpha0,2021,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-24-29.pth,0.058,0.1337,0.037,0.1337,0.0067,56.0414,0.7461,0.9215,0.003,0.0082,0.162435,42.734271,0.282915,5.658308,0.822522,0.030386,0.002959,0.637707,0.28234,0.062459
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_alpha0_seed_2022_filter.log,amazon-office,edl,alpha0,2022,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-26-54.pth,0.0599,0.1401,0.0378,0.1401,0.007,55.874,0.7451,0.9323,0.0029,0.0079,0.166659,42.743231,0.285515,5.710296,0.820444,0.030276,0.002986,0.622327,0.287964,0.067037
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_alpha0_seed_2023_filter.log,amazon-office,edl,alpha0,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-28-22.pth,0.0589,0.1392,0.0368,0.1392,0.007,56.3454,0.748,0.9199,0.003,0.0088,0.155743,43.151713,0.278583,5.571662,0.825961,0.030569,0.002914,0.650669,0.293588,0.062132
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_alpha0_seed_2024_filter.log,amazon-office,edl,alpha0,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-28-49.pth,0.0608,0.1427,0.0383,0.1427,0.0071,56.758,0.7562,0.917,0.003,0.0083,0.168726,43.400183,0.271794,5.435882,0.831294,0.030857,0.002843,0.651347,0.302025,0.063767
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_seed_2020_filter.log,amazon-office,edl,no_dis,2020,53258,saved/sasrec_dirichlet_no_dis_edl_Apr-26-2026_19-47-18.pth,0.0594,0.1419,0.0368,0.1419,0.0071,56.2349,0.7505,0.9232,0.003,0.0074,0.155704,42.990163,0.280092,5.601835,0.824767,0.030505,0.002929,0.615564,0.291339,0.069326
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_seed_2021_filter.log,amazon-office,edl,no_dis,2021,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-24-06.pth,0.0579,0.1341,0.0368,0.1341,0.0067,56.2844,0.7503,0.9195,0.003,0.008,0.156141,43.020795,0.27632,5.526402,0.827746,0.030665,0.00289,0.645106,0.283465,0.061151
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_seed_2022_filter.log,amazon-office,edl,no_dis,2022,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-27-20.pth,0.0599,0.1397,0.0379,0.1397,0.007,55.7447,0.7421,0.9327,0.0029,0.0081,0.161226,42.609755,0.289246,5.784913,0.817445,0.030118,0.003025,0.624113,0.289651,0.067037
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_seed_2023_filter.log,amazon-office,edl,no_dis,2023,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-27-55.pth,0.0588,0.1392,0.0367,0.1392,0.007,56.687,0.7509,0.919,0.003,0.0086,0.148525,43.465484,0.272742,5.454842,0.830554,0.030817,0.002853,0.650945,0.296963,0.062786
murr-dataset/amazon-office/edl/dirichlet_edl_no_dis_seed_2024_filter.log,amazon-office,edl,no_dis,2024,53258,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_14-29-07.pth,0.0616,0.1431,0.0392,0.1431,0.0072,56.3261,0.748,0.9257,0.0029,0.0085,0.165794,43.015678,0.280347,5.606932,0.824565,0.030495,0.002932,0.645681,0.299213,0.064421
murr-dataset/amazon-beauty/de/de_no_dis.log,amazon-beauty,de,no_dis,,198502,saved/ensemble/amazon/beauty/posthoc/SASRec_DE_posthoc_member1.pth saved/ensemble/amazon/beauty/posthoc/SASRec_DE_posthoc_member2.pth saved/ensemble/amazon/beauty/posthoc/SASRec_DE_posthoc_member3.pth saved/ensemble/amazon/beauty/posthoc/SASRec_DE_posthoc_member4.pth saved/ensemble/amazon/beauty/posthoc/SASRec_DE_posthoc_member5.pth,0.0495,0.1138,0.0312,0.1138,0.0057,69.8026,0.7242,0.9744,0.0007,0.0148,0.124601,49.853396,0.315557,6.311139,0.793625,0.005695,0.000655,0.55334,0.208581,0.059977
murr-dataset/amazon-beauty/de/de_no_dis_a1.log,amazon-beauty,de,a1,,198502,saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member1.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member2.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member3.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member4.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member5.pth,0.0496,0.1144,0.0312,0.1144,0.0057,71.4306,0.7321,0.9726,0.0007,0.0142,0.141489,49.78584,0.310408,6.208156,0.798015,0.005738,0.000645,0.542374,0.20848,0.061857
murr-dataset/amazon-beauty/mcd/mcd_no_dis_a1_seed_2020_filter.log,amazon-beauty,mcd,a1,2020,198502,saved/sasrec_mcd_Apr-30-2026_02-52-48.pth,0.0449,0.0986,0.0297,0.0986,0.0049,53.7368,0.6602,0.9788,0.0007,0.0215,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/de/de_no_dis_alpha0.log,amazon-beauty,de,alpha0,,198502,saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member1.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member2.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member3.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member4.pth saved/ensemble/amazon/office/posthoc/SASRec_DE_posthoc_member5.pth,0.0504,0.1159,0.0319,0.1159,0.0058,69.6629,0.7193,0.9778,0.0007,0.0142,0.141489,49.78584,0.310408,6.208156,0.798015,0.005738,0.000645,0.542374,0.20848,0.061857
murr-dataset/amazon-beauty/mcd/mcd_no_dis_a1_seed_2021_filter.log,amazon-beauty,mcd,a1,2021,198502,saved/sasrec_mcd_Apr-30-2026_11-01-21.pth,0.0469,0.1042,0.0306,0.1042,0.0052,55.5511,0.6728,0.9777,0.0007,0.0187,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_a1_seed_2022_filter.log,amazon-beauty,mcd,a1,2022,198502,saved/sasrec_mcd_Apr-30-2026_11-01-36.pth,0.0479,0.1107,0.0301,0.1107,0.0055,63.1493,0.7195,0.9704,0.0007,0.0135,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_a1_seed_2023_filter.log,amazon-beauty,mcd,a1,2023,198502,saved/sasrec_mcd_Apr-30-2026_12-07-59.pth,0.0488,0.1138,0.0304,0.1138,0.0057,65.4819,0.7351,0.9596,0.0007,0.0115,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_a1_seed_2024_filter.log,amazon-beauty,mcd,a1,2024,198502,saved/sasrec_mcd_Apr-30-2026_12-08-51.pth,0.047,0.1054,0.0305,0.1054,0.0053,58.5404,0.6919,0.9745,0.0007,0.0176,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_alpha0_seed_2020_filter.log,amazon-beauty,mcd,alpha0,2020,198502,saved/sasrec_mcd_Apr-30-2026_02-53-37.pth,0.046,0.1008,0.0305,0.1008,0.005,53.4479,0.6498,0.9822,0.0007,0.0207,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_alpha0_seed_2021_filter.log,amazon-beauty,mcd,alpha0,2021,198502,saved/sasrec_mcd_Apr-30-2026_11-01-06.pth,0.0477,0.1062,0.0311,0.1062,0.0053,54.9704,0.6599,0.9813,0.0007,0.0183,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_alpha0_seed_2022_filter.log,amazon-beauty,mcd,alpha0,2022,198502,saved/sasrec_mcd_Apr-30-2026_10-59-52.pth,0.0488,0.1128,0.0306,0.1128,0.0056,62.9705,0.7108,0.9737,0.0007,0.0135,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_alpha0_seed_2023_filter.log,amazon-beauty,mcd,alpha0,2023,198502,saved/sasrec_mcd_Apr-30-2026_12-08-13.pth,0.0489,0.1136,0.0306,0.1136,0.0057,63.2805,0.7118,0.9708,0.0007,0.0128,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_alpha0_seed_2024_filter.log,amazon-beauty,mcd,alpha0,2024,198502,saved/sasrec_mcd_Apr-30-2026_12-08-42.pth,0.0476,0.1068,0.0308,0.1068,0.0053,57.5425,0.6762,0.9788,0.0007,0.0171,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_seed_2020_filter.log,amazon-beauty,mcd,no_dis,2020,198502,saved/sasrec_mcd_Mar-26-2026_16-43-12.pth,0.0447,0.099,0.0294,0.099,0.0049,53.0628,0.6564,0.9795,0.0007,0.022,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_seed_2021_filter.log,amazon-beauty,mcd,no_dis,2021,198502,saved/sasrec_mcd_Apr-30-2026_02-56-48.pth,0.047,0.104,0.0308,0.104,0.0052,55.0309,0.6701,0.9775,0.0007,0.0191,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_seed_2022_filter.log,amazon-beauty,mcd,no_dis,2022,198502,saved/sasrec_mcd_Apr-30-2026_11-01-48.pth,0.048,0.1113,0.03,0.1113,0.0056,62.8881,0.7185,0.9703,0.0007,0.0136,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/mcd/mcd_no_dis_seed_2023_filter.log,amazon-beauty,mcd,no_dis,2023,198502,saved/sasrec_mcd_Apr-30-2026_12-07-28.pth,0.049,0.1144,0.0305,0.1144,0.0057,66.562,0.7495,0.9531,0.0007,0.0104,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_a1_seed_2020_filter.log,amazon-beauty,bm,a1,2020,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-26-2026_16-12-15.pth,0.0488,0.1022,0.0337,0.1022,0.0051,61.8621,0.6914,0.9833,0.0007,0.0138,0.095641,46.111566,0.296725,5.93449,0.809472,0.005852,0.000616,0.58193,0.181186,0.047884
murr-dataset/amazon-beauty/mcd/mcd_no_dis_seed_2024_filter.log,amazon-beauty,mcd,no_dis,2024,198502,saved/sasrec_mcd_Apr-30-2026_12-08-59.pth,0.0464,0.104,0.0301,0.104,0.0052,57.2795,0.6838,0.9741,0.0007,0.0182,0.0,15.577905,0.783491,15.669812,0.050918,0.001802,0.001627,0.140658,0.00141,0.001062
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_a1_seed_2021_filter.log,amazon-beauty,bm,a1,2021,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-11-20.pth,0.0508,0.1048,0.0356,0.1048,0.0052,62.2399,0.6879,0.9821,0.0007,0.0137,0.094659,46.44788,0.299209,5.98417,0.807416,0.005831,0.000621,0.569108,0.182999,0.050253
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_a1_seed_2022_filter.log,amazon-beauty,bm,a1,2022,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-09-57.pth,0.0508,0.1017,0.0363,0.1017,0.0051,58.2904,0.6581,0.9869,0.0007,0.016,0.099927,43.376434,0.325891,6.51782,0.784682,0.005609,0.000677,0.546831,0.176554,0.051724
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_a1_seed_2023_filter.log,amazon-beauty,bm,a1,2023,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-07-21.pth,0.0507,0.1047,0.0355,0.1047,0.0052,60.0538,0.6651,0.9858,0.0007,0.0161,0.106308,44.740142,0.32027,6.405402,0.78957,0.005656,0.000665,0.555815,0.180884,0.051642
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_a1_seed_2024_filter.log,amazon-beauty,bm,a1,2024,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-06-05.pth,0.0497,0.1038,0.0344,0.1038,0.0052,61.2362,0.6815,0.9844,0.0007,0.0145,0.097715,45.60423,0.303528,6.070563,0.803815,0.005796,0.00063,0.566726,0.182899,0.05058
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_alpha0_seed_2020_filter.log,amazon-beauty,bm,alpha0,2020,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-26-2026_16-12-29.pth,0.0499,0.102,0.0352,0.102,0.0051,58.2423,0.6665,0.9865,0.0007,0.015,0.097188,43.343827,0.319177,6.383535,0.790515,0.005665,0.000663,0.55977,0.177762,0.050172
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_alpha0_seed_2021_filter.log,amazon-beauty,bm,alpha0,2021,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-11-35.pth,0.0512,0.1055,0.0358,0.1055,0.0053,61.4962,0.683,0.983,0.0007,0.0141,0.102089,45.776061,0.303012,6.060233,0.804247,0.0058,0.000629,0.566071,0.184611,0.051152
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_alpha0_seed_2022_filter.log,amazon-beauty,bm,alpha0,2022,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-09-41.pth,0.051,0.102,0.0365,0.102,0.0051,57.4439,0.6534,0.9868,0.0007,0.0163,0.107638,42.659209,0.330486,6.609712,0.780645,0.005571,0.000686,0.543511,0.175446,0.051888
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_alpha0_seed_2023_filter.log,amazon-beauty,bm,alpha0,2023,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-07-55.pth,0.0509,0.1048,0.0357,0.1048,0.0052,59.3418,0.6619,0.986,0.0007,0.0163,0.116841,44.09617,0.324418,6.488351,0.785968,0.005622,0.000674,0.55126,0.180784,0.052296
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_alpha0_seed_2024_filter.log,amazon-beauty,bm,alpha0,2024,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-05-47.pth,0.0501,0.1046,0.0347,0.1046,0.0052,60.396,0.6765,0.9845,0.0007,0.0148,0.106467,44.908588,0.307559,6.151187,0.800428,0.005762,0.000639,0.564615,0.184409,0.051316
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_seed_2020_filter.log,amazon-beauty,bm,no_dis,2020,198502,saved/SASRec_dirichlet_amazon-beauty_seed_2020_bm_no_dis_posthoc_filter.pth,0.0497,0.1009,0.0353,0.1009,0.005,57.7486,0.6643,0.9868,0.0007,0.0152,0.092542,42.890397,0.324073,6.481465,0.786269,0.005625,0.000673,0.562823,0.175849,0.049191
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_seed_2021_filter.log,amazon-beauty,bm,no_dis,2021,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-11-01.pth,0.051,0.1052,0.0357,0.1052,0.0053,61.8485,0.6857,0.9829,0.0007,0.0139,0.097052,46.084859,0.301265,6.02531,0.805705,0.005814,0.000626,0.564567,0.183503,0.05107
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_seed_2022_filter.log,amazon-beauty,bm,no_dis,2022,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-10-14.pth,0.0509,0.1021,0.0364,0.1021,0.0051,57.8286,0.6552,0.9867,0.0007,0.0162,0.104029,42.985465,0.328505,6.570093,0.78239,0.005588,0.000682,0.545123,0.176251,0.051888
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_seed_2023_filter.log,amazon-beauty,bm,no_dis,2023,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-07-05.pth,0.0508,0.1048,0.0355,0.1048,0.0052,59.6532,0.6629,0.9855,0.0007,0.0162,0.110252,44.407577,0.322667,6.453338,0.787492,0.005636,0.00067,0.554337,0.180683,0.051806
murr-dataset/amazon-beauty/bm/dirichlet_bm_no_dis_seed_2024_filter.log,amazon-beauty,bm,no_dis,2024,198502,saved/sasrec_dirichlet_no_dis_bm_Apr-30-2026_06-06-14.pth,0.0498,0.1039,0.0344,0.1039,0.0052,60.8189,0.6791,0.9845,0.0007,0.0147,0.101328,45.242497,0.305507,6.110137,0.802156,0.005779,0.000634,0.56477,0.183906,0.051152
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_a1_seed_2020_filter.log,amazon-beauty,edl,a1,2020,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_02-41-49.pth,0.0491,0.1008,0.0345,0.1008,0.005,58.1887,0.6704,0.9851,0.0007,0.0148,0.091671,43.142302,0.319465,6.389304,0.790266,0.005663,0.000663,0.563019,0.175949,0.049191
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_a1_seed_2021_filter.log,amazon-beauty,edl,a1,2021,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-27-42.pth,0.0507,0.1029,0.036,0.1029,0.0051,59.512,0.6748,0.9845,0.0007,0.0143,0.09416,44.273928,0.313051,6.261011,0.79577,0.005716,0.00065,0.557924,0.179978,0.05107
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_a1_seed_2022_filter.log,amazon-beauty,edl,a1,2022,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-29-03.pth,0.0509,0.1028,0.0362,0.1028,0.0051,58.3224,0.6612,0.9869,0.0007,0.0159,0.104705,43.355889,0.322231,6.444618,0.787871,0.00564,0.000669,0.551466,0.178064,0.051479
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_a1_seed_2023_filter.log,amazon-beauty,edl,a1,2023,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-34-45.pth,0.0504,0.1041,0.0352,0.1041,0.0052,60.566,0.6711,0.985,0.0007,0.0158,0.109566,45.057823,0.314513,6.290256,0.794522,0.005704,0.000653,0.551804,0.180784,0.052214
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_a1_seed_2024_filter.log,amazon-beauty,edl,a1,2024,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_04-36-28.pth,0.0495,0.105,0.0339,0.105,0.0052,61.6599,0.6875,0.9833,0.0007,0.0141,0.101684,45.824033,0.297968,5.959353,0.808444,0.005842,0.000619,0.573529,0.185719,0.050335
murr-dataset/amazon-beauty/edl/dirichlet_edl_no_dis_alpha0_seed_2020_filter.log,amazon-beauty,edl,alpha0,2020,198502,saved/sasrec_dirichlet_no_dis_edl_Apr-30-2026_02-41-38.pth,0.0497,0.1021,0.0349,0.1021,0.0051,57.9018,0.6663,0.9861,0.0007,0.0151,0.098248,42.905849,0.320744,6.414882,0.78916,0.005652,0.000666,0.562184,0.177561,0.049763
