log_file,dataset,model_type,run_mode,seed,n_inters,checkpoint_path,ndcg_at20,hit_at20,mrr_at20,recall_at20,precision_at20,averagepopularity_at20,giniindex_at20,itemcoverage_at20,shannonentropy_at20,tailpercentage_at20,ARP,APLT,ACLT,PopRSP,PopRSP_p_shorthead,PopRSP_p_longtail,PopREO,PopREO_p_shorthead,PopREO_p_longtail
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ua_seed_2022_default.log,movielens,edl,ua,2022,1000209,saved/sasrec_dirichlet_ua_edl_Apr-20-2026_12-01-10.pth,0.1701,0.368,0.1145,0.368,0.0184,909.915,0.7907,0.5499,0.0033,0.0,834.426118,0.293601,5.87202,0.817962,0.019897,0.001992,0.28148,0.49005,0.274769
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ua_seed_2023_default.log,movielens,edl,ua,2023,1000209,saved/sasrec_dirichlet_ua_edl_Apr-20-2026_18-04-27.pth,0.1668,0.3614,0.112,0.3614,0.0181,910.9384,0.7929,0.5425,0.0033,0.0,837.176192,0.290215,5.804305,0.820654,0.019992,0.001969,0.294179,0.487663,0.265962
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ua_seed_2024_default.log,movielens,edl,ua,2024,1000209,saved/sasrec_dirichlet_ua_edl_Apr-21-2026_08-39-53.pth,0.1688,0.3656,0.1135,0.3656,0.0183,903.702,0.7894,0.5548,0.0032,0.0,828.998518,0.29822,5.964404,0.81426,0.019767,0.002024,0.269162,0.486336,0.280053
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ue_seed_2021_default.log,movielens,edl,ue,2021,1000209,saved/sasrec_dirichlet_ue_edl_Apr-19-2026_15-01-25.pth,0.1651,0.3613,0.1099,0.3613,0.0181,907.3931,0.789,0.5561,0.0032,0.0,833.617906,0.295265,5.905298,0.816632,0.01985,0.002004,0.281389,0.482887,0.270806
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ue_seed_2022_default.log,movielens,edl,ue,2022,1000209,saved/sasrec_dirichlet_ue_edl_Apr-20-2026_12-01-03.pth,0.1702,0.3682,0.1146,0.3682,0.0184,910.1785,0.7908,0.5499,0.0033,0.0,834.75226,0.293518,5.870364,0.818028,0.019899,0.001992,0.283455,0.490581,0.273888
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ue_seed_2023_default.log,movielens,edl,ue,2023,1000209,saved/sasrec_dirichlet_ue_edl_Apr-20-2026_18-04-13.pth,0.1667,0.3611,0.112,0.3611,0.0181,911.0003,0.7928,0.5415,0.0033,0.0,837.589404,0.290257,5.805132,0.820622,0.019991,0.00197,0.295419,0.488989,0.265962
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ue_seed_2024_default.log,movielens,edl,ue,2024,1000209,saved/sasrec_dirichlet_ue_edl_Apr-21-2026_08-40-05.pth,0.1682,0.3651,0.1129,0.3651,0.0183,904.614,0.7894,0.5536,0.0033,0.0,830.715977,0.297707,5.954139,0.814673,0.019781,0.00202,0.268465,0.487132,0.280934
beyond-fairness-dataset/amazon-beauty/mcd/mcd_ue_2020_default.log,amazon-beauty,mcd,ue,,2023070,saved/sasrec_mcd_ueApr-05-2026_14-21-32.pth,0.0297,0.0616,0.0204,0.0616,0.0031,99.429,0.9233,0.3929,0.0001,0.0175,1.523751,0.355685,7.113691,0.02314,6.6e-05,6.3e-05,0.51872,9.9e-05,3.1e-05
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ua_seed_2020.log,movielens,edl,ua,2020,1000209,saved/SASRec_dirichlet_seed_2020_edl_no_dis_ua_posthoc.pth,0.1653,0.3631,0.1096,0.3631,0.0182,909.3201,0.7913,0.5469,0.0033,0.0,71.334629,0.17658,3.531608,0.898253,0.001203,6.4e-05,0.845214,0.096542,0.008098
beyond-fairness-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2020_default.log,movielens,bm,no_dis,2020,1000209,saved/SASRec_dirichlet_ml-1m_seed_2020_bm_no_dis_posthoc_default.pth,0.1663,0.3659,0.1101,0.3659,0.0183,905.9016,0.7894,0.5518,0.0033,0.0,831.129387,0.296043,5.920861,0.816009,0.019828,0.002009,0.278021,0.488724,0.27609
beyond-fairness-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2021_default.log,movielens,bm,no_dis,2021,1000209,saved/sasrec_dirichlet_no_dis_bm_Apr-19-2026_14-58-49.pth,0.1653,0.3608,0.1103,0.3608,0.018,905.8486,0.7884,0.5618,0.0032,0.0,832.563982,0.297591,5.951821,0.814766,0.019785,0.002019,0.284643,0.483152,0.269044
beyond-fairness-dataset/movielens/edl/dirichlet_edl_ue_seed_2020.log,movielens,edl,ue,2020,1000209,saved/SASRec_dirichlet_ue_seed_2020_edl_posthoc.pth,0.1654,0.3637,0.1095,0.3637,0.0182,907.5712,0.7901,0.5463,0.0033,0.0,71.387869,0.17652,3.530405,0.898293,0.001203,6.4e-05,0.845214,0.096542,0.008098
beyond-fairness-dataset/movielens/de/de_no_dis_default.log,movielens,de,no_dis,,1000209,saved/ensembles/movielens/default/de_no_dis/SASRec_DE_posthoc_member1.pth saved/ensembles/movielens/default/de_no_dis/SASRec_DE_posthoc_member2.pth saved/ensembles/movielens/default/de_no_dis/SASRec_DE_posthoc_member3.pth saved/ensembles/movielens/default/de_no_dis/SASRec_DE_posthoc_member4.pth saved/ensembles/movielens/default/de_no_dis/SASRec_DE_posthoc_member5.pth,0.1681,0.3608,0.1137,0.3608,0.018,923.9255,0.7622,0.6789,0.0027,0.0003,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2022_default.log,movielens,bm,no_dis,2022,1000209,saved/sasrec_dirichlet_no_dis_bm_Apr-20-2026_12-01-55.pth,0.1706,0.3679,0.1151,0.3679,0.0184,908.0988,0.79,0.5561,0.0032,0.0,833.861531,0.295397,5.907947,0.816526,0.019846,0.002005,0.2788,0.491112,0.27697
beyond-fairness-dataset/movielens/de/de_ua_default.log,movielens,de,ua,,1000209,saved/ensembles/movielens/default/de_ue/SASRec_DE_posthoc_member1.pth saved/ensembles/movielens/default/de_ue/SASRec_DE_posthoc_member2.pth saved/ensembles/movielens/default/de_ue/SASRec_DE_posthoc_member3.pth saved/ensembles/movielens/default/de_ue/SASRec_DE_posthoc_member4.pth saved/ensembles/movielens/default/de_ue/SASRec_DE_posthoc_member5.pth,0.1681,0.3608,0.1138,0.3608,0.018,923.8736,0.7622,0.6789,0.0027,0.0003,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2023_default.log,movielens,bm,no_dis,2023,1000209,saved/sasrec_dirichlet_no_dis_bm_Apr-20-2026_18-03-13.pth,0.1686,0.3657,0.1132,0.3657,0.0183,902.5847,0.7883,0.5554,0.0032,0.0,829.413444,0.297699,5.953974,0.81468,0.019782,0.00202,0.281701,0.487928,0.273448
beyond-fairness-dataset/movielens/de/de_ue_default.log,movielens,de,ue,,1000209,saved/ensembles/movielens/default/de_ua/SASRec_DE_posthoc_ue_member1.pth saved/ensembles/movielens/default/de_ua/SASRec_DE_posthoc_ue_member2.pth saved/ensembles/movielens/default/de_ua/SASRec_DE_posthoc_ue_member3.pth saved/ensembles/movielens/default/de_ua/SASRec_DE_posthoc_ue_member4.pth saved/ensembles/movielens/default/de_ua/SASRec_DE_posthoc_ue_member5.pth,0.168,0.3603,0.1138,0.3603,0.018,924.373,0.7622,0.6789,0.0027,0.0003,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ua_seed_2021_default.log,movielens,bm,ua,2021,1000209,saved/sasrec_dirichlet_ua_bm_Apr-19-2026_14-59-49.pth,0.1642,0.3611,0.1089,0.3611,0.0181,906.8824,0.7892,0.56,0.0032,0.0,832.946325,0.296631,5.932616,0.815538,0.019812,0.002013,0.278386,0.482091,0.272127
beyond-fairness-dataset/movielens/bm/dirichlet_bm_no_dis_seed_2024_default.log,movielens,bm,no_dis,2024,1000209,saved/sasrec_dirichlet_no_dis_bm_Apr-21-2026_08-40-46.pth,0.1702,0.3674,0.1148,0.3674,0.0184,901.1211,0.7885,0.5613,0.0032,0.0,827.738907,0.300563,6.011258,0.81237,0.019701,0.00204,0.270732,0.48952,0.280934
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ua_seed_2022_default.log,movielens,bm,ua,2022,1000209,saved/sasrec_dirichlet_ua_bm_Apr-20-2026_12-02-37.pth,0.1707,0.3682,0.1151,0.3682,0.0184,909.2493,0.7901,0.5551,0.0032,0.0,834.832525,0.294619,5.892384,0.817149,0.019868,0.001999,0.284687,0.490316,0.273007
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ua_seed_2023_default.log,movielens,bm,ua,2023,1000209,saved/sasrec_dirichlet_ua_bm_Apr-20-2026_18-03-50.pth,0.1681,0.3642,0.1129,0.3642,0.0182,908.1985,0.7918,0.5489,0.0033,0.0,835.424478,0.293353,5.867053,0.81816,0.019904,0.001991,0.289896,0.490316,0.269925
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ua_seed_2024_default.log,movielens,bm,ua,2024,1000209,saved/sasrec_dirichlet_ua_bm_Apr-21-2026_08-41-19.pth,0.1703,0.3675,0.1148,0.3675,0.0184,901.2303,0.7885,0.5602,0.0032,0.0,827.919578,0.30048,6.009603,0.812437,0.019703,0.002039,0.272663,0.489254,0.279613
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ue_seed_2021_default.log,movielens,bm,ue,2021,1000209,saved/sasrec_dirichlet_ue_bm_Apr-19-2026_14-59-59.pth,0.1654,0.3618,0.1102,0.3618,0.0181,906.3907,0.7886,0.5618,0.0032,0.0,833.409263,0.297003,5.940066,0.815239,0.019801,0.002015,0.286654,0.484479,0.268604
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ue_seed_2022_default.log,movielens,bm,ue,2022,1000209,saved/sasrec_dirichlet_ue_bm_Apr-20-2026_12-02-46.pth,0.1706,0.368,0.1151,0.368,0.0184,908.6223,0.7903,0.5559,0.0032,0.0,834.296333,0.295066,5.901325,0.816791,0.019856,0.002002,0.282493,0.492704,0.275649
beyond-fairness-dataset/movielens/mcd/mcd_no_dis_2021_default.log,movielens,mcd,no_dis,,1000209,saved/sasrec_mcd_Apr-26-2026_09-42-20.pth,0.1638,0.3536,0.1103,0.3536,0.0177,796.4803,0.7096,0.7358,0.0026,0.0005,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ue_seed_2024_default.log,movielens,bm,ue,2024,1000209,saved/sasrec_dirichlet_ue_bm_Apr-21-2026_08-41-36.pth,0.1706,0.3682,0.1151,0.3682,0.0184,901.3127,0.7886,0.5615,0.0032,0.0,827.913469,0.30043,6.008609,0.812477,0.019705,0.002039,0.269,0.488458,0.281374
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ue_seed_2023_default.log,movielens,bm,ue,2023,1000209,saved/sasrec_dirichlet_ue_bm_Apr-20-2026_18-04-00.pth,0.1682,0.3651,0.1128,0.3651,0.0183,908.5771,0.7918,0.5492,0.0033,0.0,835.867161,0.29346,5.869205,0.818074,0.019901,0.001991,0.289397,0.490581,0.270365
beyond-fairness-dataset/movielens/mcd/mcd_no_dis_seed_2020_default.log,movielens,mcd,no_dis,2020,1000209,saved/SASRec_exua_posthoc.pth,,,,,,,,,,,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_no_dis_seed_2022_default.log,movielens,mcd,no_dis,2022,1000209,saved/sasrec_mcd_Apr-30-2026_16-25-15.pth,0.1693,0.3666,0.114,0.3666,0.0183,783.0553,0.7048,0.7412,0.0025,0.0006,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_seed_2020_ua.log,movielens,mcd,ua,2020,1000209,saved/sasrec_mcd_exua_ua_seed_2020_posthoc.pth,0.1665,0.3619,0.1116,0.3619,0.0181,787.9635,0.7049,0.7412,0.0025,0.0005,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_no_dis_seed_2023_default.log,movielens,mcd,no_dis,2023,1000209,saved/sasrec_mcd_Apr-30-2026_16-27-06.pth,0.1661,0.3613,0.1113,0.3613,0.0181,788.1291,0.7081,0.734,0.0026,0.0006,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_seed_2020_ue.log,movielens,mcd,ue,2020,1000209,saved/sasrec_mcd_exua_ue_seed_2020_posthoc.pth,0.1663,0.3601,0.1118,0.3601,0.018,788.2618,0.7048,0.7428,0.0025,0.0004,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ua_2021_default.log,movielens,mcd,ua,,1000209,saved/sasrec_mcd_ua_Apr-26-2026_09-42-47.pth,0.1638,0.3536,0.1103,0.3536,0.0177,796.4803,0.7096,0.7358,0.0026,0.0005,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ue_2021_default.log,movielens,mcd,ue,,1000209,saved/sasrec_mcd_ueApr-26-2026_09-42-56.pth,0.1633,0.3528,0.1099,0.3528,0.0176,795.2079,0.7086,0.7348,0.0026,0.0005,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ua_2022_default.log,movielens,mcd,ua,,1000209,saved/sasrec_mcd_ua_Apr-26-2026_09-44-51.pth,0.1693,0.3666,0.114,0.3666,0.0183,783.0553,0.7048,0.7412,0.0025,0.0006,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ua_2023_default.log,movielens,mcd,ua,,1000209,saved/sasrec_mcd_ua_Apr-30-2026_16-27-52.pth,0.1661,0.3613,0.1113,0.3613,0.0181,788.1291,0.7081,0.734,0.0026,0.0006,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ue_2023_default.log,movielens,mcd,ue,,1000209,saved/sasrec_mcd_ueApr-30-2026_16-27-59.pth,0.1661,0.3614,0.1113,0.3614,0.0181,788.7115,0.7083,0.7335,0.0026,0.0005,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/mcd/mcd_ue_2022_default.log,movielens,mcd,ue,,1000209,saved/sasrec_mcd_ueApr-26-2026_09-44-39.pth,0.1686,0.3641,0.1136,0.3641,0.0182,785.4763,0.7049,0.7379,0.0026,0.0006,307.408965,0.745952,14.91904,0.063213,0.005747,0.005064,0.613699,0.001873,0.007823
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ua_seed_2020.log,movielens,bm,ua,2020,1000209,saved/SASRec_dirichlet_seed_2020_bm_no_dis_ua_posthoc.pth,0.1657,0.3644,0.1097,0.3644,0.0182,910.0461,0.7906,0.5559,0.0032,0.0,109.776754,0.102287,2.045742,0.944619,0.001311,3.7e-05,0.87046,0.106058,0.007345
beyond-fairness-dataset/movielens/bm/dirichlet_bm_ue_seed_2020.log,movielens,bm,ue,2020,1000209,saved/SASRec_dirichlet_ue_seed_2020_bm_posthoc.pth,0.1664,0.3652,0.1104,0.3652,0.0183,905.5589,0.7884,0.56,0.0032,0.0,109.786804,0.102288,2.045758,0.944618,0.001311,3.7e-05,0.87046,0.106058,0.007345
beyond-fairness-dataset/amazon-beauty/bm/dirichlet_bm_ua_seed_2022_default.log,amazon-beauty,bm,ua,2022,2023070,,,,,,,,,,,,,,,,,,,,
beyond-fairness-dataset/amazon-beauty/mcd/mcd_dis_2020_default.log,amazon-beauty,mcd,no_dis,,2023070,,0.022,0.0468,0.0149,0.0468,0.0023,103.8496,0.959,0.2665,0.0001,0.0319,,,,,,,,,
